Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,20
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,44
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,63
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,71
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,202
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,14
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,37
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,47
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,56
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,44
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,206
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,0-24,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,45-54,27
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,55-64,72
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,65-74,133
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,75-84,126
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,85+,159
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory failure,J96,All Ages,531
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,65-74,12
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,85+,19
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,46
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,11
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,10
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,18
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,20
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,60
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,25-34,10
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,35-44,21
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,45-54,60
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,55-64,185
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,65-74,301
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,75-84,395
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,85+,614
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,IA,COVID-19,COVID-19,U071,All Ages,1590
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,14
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,50
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,77
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,105
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,104
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,358
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,17
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,28
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,29
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,83
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,13
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,23
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,27
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,31
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,22
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,120
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,0-24,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,45-54,18
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,55-64,58
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,65-74,118
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,75-84,123
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,85+,131
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory failure,J96,All Ages,460
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,55-64,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Respiratory arrest,R09.2,All Ages,14
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,17
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,12
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,45
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,25-34,10
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,35-44,14
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,45-54,39
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,55-64,112
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,65-74,185
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,75-84,263
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,85+,313
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KS,COVID-19,COVID-19,U071,All Ages,939
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,16
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,21
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,73
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,146
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,176
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,178
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,613
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,19
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,62
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,47
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,36
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,167
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,35
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,52
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,29
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,14
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,138
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,25-34,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,35-44,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,45-54,26
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,55-64,90
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,65-74,172
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,75-84,204
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,85+,185
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory failure,J96,All Ages,688
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,35-44,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,45-54,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,85+,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Respiratory arrest,R09.2,All Ages,13
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,20
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,14
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,17
